Ime,Atribut,Level_Rank,Tip,ATK,DEF 
"Kayenn, the Master Magma Blacksmith",FIRE,3,Rock,1200,200
Kidmodo Dragon,EARTH,3,Dragon,100,200
King Fog,DARK,3,Fiend,1000,900
King of the Swamp,WATER,3,Aqua,500,1100
Koa'ki Meiru Doom,WIND,3,Fiend,1700,800
Koa'ki Meiru Hydro Barrier,WATER,3,Aqua,1000,1900
Koa'ki Meiru Speeder,WIND,3,Machine,1200,2200
Kotodama,EARTH,3,Fairy,0,1600
Kozmo Farmgirl,LIGHT,3,Psychic,1500,1000
Kozmo Soartroopers,DARK,3,Psychic,1000,1000
Kujakujaku,WIND,3,Winged Beast,1200,900
Kumootoko,EARTH,3,Insect,700,1400
Kurama,WIND,3,Winged Beast,800,800
Kuribandit,DARK,3,Fiend,1000,700
Lady Ninja Yae,WIND,3,Warrior,1100,200
Lady of Faith,LIGHT,3,Spellcaster,1100,800
Larvas,EARTH,3,Beast,800,1000
Laval Lakeside Lady,FIRE,3,Pyro,200,200
Laval Miller,FIRE,3,Pyro,300,400
Lavalval Ignis,FIRE,3,Warrior,1800,1400
Legendary Atlantean Tridon,WATER,3,Sea Serpent,1600,800
Legendary Jujitsu Master,EARTH,3,Rock,1300,1800
Legendary Six Samurai - Kageki,WIND,3,Warrior,200,2000
Legendary Six Samurai - Mizuho,FIRE,3,Warrior,1600,1000
Legendary Six Samurai - Shinai,WATER,3,Warrior,1500,1500
Level Warrior,LIGHT,3,Warrior,300,600
Leviair the Sea Dragon,WIND,3,Aqua,1800,1600
"Libic, Malebranche of the Burning Abyss",DARK,3,Fiend,1300,700
Lightning Conger,WATER,3,Thunder,350,750
"Lightning, Dragon Ruler of Drafts",WIND,3,Dragon,500,1800
Lightserpent,LIGHT,3,Reptile,1200,800
Liquid Beast,WATER,3,Aqua,950,800
Little D,EARTH,3,Dinosaur,1100,700
Little Fairy,LIGHT,3,Fairy,800,800
Lizard Soldier,WIND,3,Dragon,1100,800
Lock Cat,EARTH,3,Beast,1200,1000
Lonefire Blossom,FIRE,3,Plant,500,1400
Lost Blue Breaker,WATER,3,Sea Serpent,1400,0
"Lumina, Lightsworn Summoner",LIGHT,3,Spellcaster,1000,1000
Lunalight Purple Butterfly,DARK,3,Beast-Warrior,1000,1000
Lunalight Tiger,LIGHT,3,Beast-Warrior,1200,800
Lyna the Light Charmer,LIGHT,3,Spellcaster,500,1500
M-Warrior #1,EARTH,3,Warrior,1000,500
M-Warrior #2,EARTH,3,Warrior,500,1000
M-X-Saber Invoker,EARTH,3,Warrior,1600,500
Machine King Prototype,EARTH,3,Machine,1600,1500
Mad Lobster,WATER,3,Aqua,1700,1000
Madolche Baaple,EARTH,3,Beast,0,1800
Madolche Chickolates,EARTH,3,Beast,800,1500
Madolche Cruffssant,EARTH,3,Beast,1500,1500
Madolche Hootcake,EARTH,3,Beast,1500,1100
Madolche Mewfeuille,EARTH,3,Beast,500,300
Magic Hole Golem,DARK,3,Rock,0,2000
Magical King Moonstar,DARK,3,Fiend,900,600
Magical Reflect Slime,WATER,3,Aqua,700,1200
Magician's Rod,DARK,3,Spellcaster,1600,100
Magnetic Mosquito,LIGHT,3,Insect,300,1000
Majespecter Cat - Nekomata,WIND,3,Spellcaster,100,1800
Majespecter Raccoon - Bunbuku,WIND,3,Spellcaster,1200,900
Majiosheldon,WATER,3,Warrior,800,2000
Mammoth Graveyard,EARTH,3,Dinosaur,1200,800
Man Beast of Ares,EARTH,3,Beast-Warrior,500,500
Maniacal Servant,DARK,3,Spellcaster,600,1000
Marauding Captain,EARTH,3,Warrior,1200,400
Marionette Mite,DARK,3,Insect,1000,1000
Marmiting Captain,EARTH,3,Warrior,1200,400
Marshmallon,LIGHT,3,Fairy,300,500
Maryokutai,WATER,3,Aqua,900,900
Masked Dragon,FIRE,3,Dragon,1400,1100
Mataza the Zapper,DARK,3,Warrior,1300,800
Mathematician,EARTH,3,Spellcaster,1500,500
Mecha Phantom Beast Aerosguin,WIND,3,Machine,1600,400
Mecha Phantom Beast Blue Impala,WIND,3,Machine,1400,1100
Mecha Phantom Beast Hamstrat,WIND,3,Machine,1100,1600
Mecha Phantom Beast Stealthray,WIND,3,Machine,100,2100
Mecha Phantom Beast Turtletracer,WIND,3,Machine,500,2000
Mechanical Snail,DARK,3,Machine,800,1000
Mechquipped Angineer,LIGHT,3,Fairy,1800,1000
Meliae of the Trees,EARTH,3,Plant,1700,900
Melomelody the Brass Djinn,LIGHT,3,Fiend,1400,1600
Memory Crusher,DARK,3,Fiend,1000,600
Mental Seeker,EARTH,3,Psychic,800,600
Merlin,DARK,3,Spellcaster,1400,500
Mermaid Archer,WATER,3,Sea Serpent,1200,200
Mermail Abyssdine,WATER,3,Aqua,1000,200
Mermail Abyssgunde,WATER,3,Aqua,1400,1400
Mermail Abysshilde,WATER,3,Aqua,1300,1300
Mermail Abysslinde,WATER,3,Aqua,1500,1500
Mermail Abyssocea,WATER,3,Aqua,1100,1900
Mermail Abysstrite,WATER,3,Sea Serpent,1600,2800
Metabo Globster,DARK,3,Fiend,800,300
Metalfoes Silverd,FIRE,3,Psychic,1700,100
Mimimic,EARTH,3,Machine,300,300
Minar,EARTH,3,Insect,850,750
Mind Protector,LIGHT,3,Psychic,0,2200
Mine Golem,EARTH,3,Rock,1000,1900
Mine Mole,EARTH,3,Beast,1000,1200
"Minerva, Lightsworn Maiden",LIGHT,3,Spellcaster,800,200
Mist Bird Clausolas,WIND,3,Winged Beast,0,2300
Mist Valley Shaman,WIND,3,Winged Beast,1200,1200
Mist Valley Thunderbird,WIND,3,Thunder,1100,700
Monk Fighter,EARTH,3,Rock,1300,1000
Monoceros,LIGHT,3,Beast,1000,1000
Monster Egg,EARTH,3,Warrior,600,900
Morphing Jar #2,EARTH,3,Rock,800,700
Morphtronic Boarden,EARTH,3,Machine,500,1800
Morphtronic Datatron,FIRE,3,Pyro,1200,600
Morphtronic Magnen,EARTH,3,Thunder,800,800
Morphtronic Remoten,EARTH,3,Machine,300,1200
Morphtronic Scopen,LIGHT,3,Machine,800,1400
Mucus Yolk,DARK,3,Aqua,0,100
Mushroom Man #2,EARTH,3,Warrior,1250,800
Muzurhythm the String Djinn,WIND,3,Fiend,1500,1000
Mysterious Guard,EARTH,3,Spellcaster,800,1200
Mystic Macrocarpa Seed,EARTH,3,Plant,500,1000
Mystical Fairy Elfuria,WIND,3,Spellcaster,1500,900
Mystical Sheep #1,EARTH,3,Beast,1150,900
Mystical Sheep #2,EARTH,3,Beast,800,1000
Naturia Butterfly,EARTH,3,Insect,500,1200
Naturia Fruitfly,EARTH,3,Insect,800,1500
Naturia Marron,EARTH,3,Plant,1200,700
Naturia Ragweed,EARTH,3,Plant,1200,2000
Naturia Rock,EARTH,3,Rock,1200,1200
Naturia Rosewhip,EARTH,3,Plant,400,1700
Naturia Stinkbug,EARTH,3,Insect,200,500
Necro Gardna,DARK,3,Warrior,600,1300
Necrolancer the Time-lord (Updated from: Necrolancer the Timelord),DARK,3,Spellcaster,800,900
Needle Sunfish,WATER,3,Fish,1500,100
Nekogal #1,EARTH,3,Beast,1100,900
Nekroz of Clausolas,WATER,3,Warrior,1200,2300
Nemuriko,DARK,3,Spellcaster,800,700
Neo Flamvell Garuda,FIRE,3,Pyro,1200,1800
Neo Flamvell Hedgehog,FIRE,3,Pyro,800,200
Neo Flamvell Shaman,FIRE,3,Pyro,1700,200
Neo-Spacian Air Hummingbird,WIND,3,Winged Beast,800,600
Neo-Spacian Aqua Dolphin,WATER,3,Warrior,600,800
Neo-Spacian Dark Panther,DARK,3,Beast,1000,500
Neo-Spacian Flare Scarab,FIRE,3,Insect,500,500
Neo-Spacian Glow Moss,LIGHT,3,Plant,300,900
Neo-Spacian Grand Mole,EARTH,3,Rock,900,300
Night Assailant,DARK,3,Fiend,200,500
Night Wing Sorceress,WIND,3,Spellcaster,1300,1200
Niwatori,EARTH,3,Winged Beast,900,800
Nobledragon Magician,FIRE,3,Spellcaster,700,1400
Nopenguin,WATER,3,Aqua,1600,100
Number 17: Leviathan Dragon,WATER,3,Dragon,2000,0
Number 20: Giga-Brilliant,LIGHT,3,Insect,1800,1800
Number 30: Acid Golem of Destruction,WATER,3,Rock,3000,3000
Number 34: Terror-Byte,DARK,3,Machine,0,2900
Number 47: Nightmare Shark,WATER,3,Sea Serpent,2000,2000
Number 48: Shadow Lich,DARK,3,Zombie,1800,0
Number 49: Fortune Tune,LIGHT,3,Winged Beast,400,900
Number 51: Finisher the Strong Arm,EARTH,3,Rock,2600,0
Number C43: High Manipulator of Chaos,DARK,3,Fiend,0,0
Number C65: King Overfiend,DARK,3,Fiend,1600,0
Number C96: Dark Storm,DARK,3,Fiend,1000,1000
Obese Marmot of Nefariousness,EARTH,3,Beast,750,800
Ocean's Keeper,WATER,3,Fish,1500,1200
Odd-Eyes Mirage Dragon,DARK,3,Dragon,1200,600
One-Eyed Shield Dragon,WIND,3,Dragon,700,1300
Oscillo Hero,EARTH,3,Warrior,1250,700
Oshaleon,WATER,3,Reptile,1400,800
Otohime,LIGHT,3,Spellcaster,0,100
Oyster Meister,WATER,3,Fish,1600,200
Patrol Robo,EARTH,3,Machine,1100,900
Penguin Knight,WATER,3,Aqua,900,800
Performapal Ballad,EARTH,3,Plant,500,1100
Performapal Barracuda,EARTH,3,Plant,500,1100
Performapal Bit Bite Turtle,WATER,3,Reptile,800,1200
Performapal Corn,LIGHT,3,Beast-Warrior,600,1000
Performapal Extra Slinger,DARK,3,Spellcaster,800,1100
Performapal Fire Mufflerlion,FIRE,3,Beast,800,800
Performapal Flip Hippo,EARTH,3,Beast,800,800
Performapal Friendonkey,EARTH,3,Beast,1600,600
Performapal Hip Hippo,EARTH,3,Beast,800,800
Performapal Lizardraw,EARTH,3,Reptile,1200,600
Performapal Momoncarpet,EARTH,3,Beast,1000,100
Performapal Parrotrio,WIND,3,Winged Beast,500,500
Performapal Revue Dancer,LIGHT,3,Spellcaster,800,1000
Performapal Sky Pupil,LIGHT,3,Spellcaster,800,800
Performapal Thunderhino,LIGHT,3,Rock,200,1800
Performapal Whim Witch,DARK,3,Spellcaster,800,800
Peropero Cerperus,EARTH,3,Beast,0,1800
Peten the Dark Clown,DARK,3,Spellcaster,500,1200
Petit Angel,LIGHT,3,Fairy,600,900
Phantom King Hydride,DARK,3,Fiend,1500,300
Phantom Magician,DARK,3,Spellcaster,600,700
Photon Cerberus,LIGHT,3,Beast,1300,600
Photon Lizard,LIGHT,3,Dragon,900,1200
Photon Pirate,LIGHT,3,Machine,1000,1000
Photon Sabre Tiger,LIGHT,3,Beast,2000,300
"Pilica, Descendant of Gusto",WIND,3,Psychic,1000,1500
Pitch-Dark Dragon,DARK,3,Dragon,900,600
Plague Wolf,DARK,3,Zombie,1000,1000
Plasma Ball,LIGHT,3,Thunder,900,900
Poki Draco,FIRE,3,Dragon,200,100
Possessed Dark Soul,DARK,3,Fiend,1200,800
Predaplant Darlingtonia Cobra,DARK,3,Plant,1000,1500
Predaplant Ophrys Scorpio,DARK,3,Plant,1200,800
Predaplant Pterapenthes,DARK,3,Plant,300,2100
Prediction Princess Astromorrigan,DARK,3,Fairy,1300,0
Prediction Princess Coinorma,EARTH,3,Fairy,800,1400
Prediction Princess Petalelf,EARTH,3,Fairy,800,700
Princess of Tsurugi,WIND,3,Warrior,900,700
Prisman,LIGHT,3,Rock,800,1000
Proto-Cyber Dragon,LIGHT,3,Machine,1100,600
Psychic Commander,EARTH,3,Psychic,1400,800
Pumprincess the Princess of Ghosts,DARK,3,Zombie,900,1000
Puppet Plant,EARTH,3,Plant,1000,1000
Pursuit Chaser,EARTH,3,Machine,1400,600
Quick-Span Knight,EARTH,3,Machine,1000,800
R-Genex Magma,FIRE,3,Pyro,1000,200
Raging Flame Sprite,FIRE,3,Pyro,100,200
Rai Rider,LIGHT,3,Thunder,1200,1400
Rai-Mei,LIGHT,3,Thunder,1400,1200
Raidraptor - Fiend Eagle,DARK,3,Winged Beast,1000,0
Raidraptor - Skull Eagle,DARK,3,Winged Beast,1000,500
Rallis the Star Bird,WIND,3,Winged Beast,800,800
Rampaging Rhynos,EARTH,3,Beast-Warrior,1500,1500
Ray &amp; Temperature,LIGHT,3,Fairy,1000,1000
Razor Lizard,EARTH,3,Reptile,1500,300
Reptilianne Gorgon,DARK,3,Reptile,1400,1400
Rigorous Reaver,FIRE,3,Plant,1600,100
Risebell the Star Adjuster,WIND,3,Psychic,800,800
Risebell the Summoner,WIND,3,Psychic,800,800
Ritual Beast Tamer Wen,WIND,3,Psychic,1500,1000
Ritual Beast Tamer Zeframpilica,WIND,3,Psychic,1000,1500
Ritual Beast Tamer Zefrawendi,WIND,3,Psychic,1500,1000
Robolady,EARTH,3,Machine,450,900
Roboyarou,EARTH,3,Machine,900,450
Rock Ogre Grotto #1,EARTH,3,Rock,800,1200
Rocket Jumper,EARTH,3,Rock,1000,800
Root Water,WATER,3,Fish,900,800
Rose Archer,EARTH,3,Warrior,1000,100
Rose Fairy,WIND,3,Plant,600,1200
Royal Knight,LIGHT,3,Fairy,1300,800
"Rubic, Malebranche of the Burning Abyss",DARK,3,Fiend,100,2100
Ryu-Kishin,DARK,3,Fiend,1000,500
Saggi the Dark Clown,DARK,3,Spellcaster,600,1500
Sand Gambler,LIGHT,3,Spellcaster,300,1600
Sangan,DARK,3,Fiend,1000,600
Sasuke Samurai #3,LIGHT,3,Warrior,1000,1000
"Scarm, Malebranche of the Burning Abyss",DARK,3,Fiend,800,2000
Science Soldier,DARK,3,Warrior,800,800
Scrap Goblin,EARTH,3,Beast-Warrior,0,500
Scrap Hunter,EARTH,3,Machine,1600,400
Scrap Recycler,EARTH,3,Machine,900,1200
Sea Dragoons of Draconia,WATER,3,Sea Serpent,200,2100
Sealmaster Meisei,DARK,3,Spellcaster,1100,900
Searchlightman,LIGHT,3,Machine,1000,1000
Second Booster,FIRE,3,Machine,1000,500
Seed of Flame,FIRE,3,Plant,1600,1200
Seismic Crasher,EARTH,3,Rock,1400,300
Sentry Soldier of Stone,EARTH,3,Rock,1300,2000
Serene Psychic Witch,EARTH,3,Psychic,1400,1200
Servant of Catabolism,LIGHT,3,Aqua,700,500
Shaddoll Hedgehog,DARK,3,Spellcaster,800,200
Shadow Tamer,EARTH,3,Warrior,800,700
Shark Caesar,WATER,3,Fish,1800,2000
Shark Stickers,WATER,3,Fish,200,1000
Shield Warrior,EARTH,3,Warrior,800,1600
Shine Knight,LIGHT,3,Warrior,400,1900
"Shire, Lightsworn Spirit",LIGHT,3,Fairy,400,1400
Shock Troops of the Ice Barrier,WATER,3,Spellcaster,1500,800
Shogi Knight,EARTH,3,Beast-Warrior,800,400
Shogi Lance,EARTH,3,Beast-Warrior,500,500
Shovel Crusher,EARTH,3,Machine,900,1200
"Shurit, Strategist of the Nekroz",WATER,3,Warrior,300,1800
Silent Swordsman LV3,LIGHT,3,Warrior,1000,1000
Silver Fang,EARTH,3,Beast,1200,800
Skull Knight #2,DARK,3,Fiend,1000,1200
Skull Kraken,DARK,3,Aqua,600,1600
Skull Stalker,DARK,3,Warrior,900,800
Skystarray,WIND,3,Sea Serpent,600,300
Small Piece Golem,EARTH,3,Rock,1100,0
Snowman Eater,WATER,3,Aqua,0,1900
Soitsu,WIND,3,Fairy,0,0
Sonata the Melodious Diva,LIGHT,3,Fairy,1200,1000
Sonic Duck,WIND,3,Winged Beast,1700,700
Sonic Maid,EARTH,3,Warrior,1200,900
Soul of Silvermountain,EARTH,3,Rock,1800,2200
Soul-Absorbing Bone Tower,DARK,3,Zombie,400,1500
Speedroid Den-Den Daiko Duke,WIND,3,Machine,1000,1000
Speedroid Ohajikid,WIND,3,Machine,1000,200
Speedroid Taketomborg,WIND,3,Machine,600,1200
Speedroid Terrortop,WIND,3,Machine,1200,600
Speedroid Tri-Eyed Dice,WIND,3,Machine,300,1500
Spell Reactor ・RE,DARK,3,Machine,1200,900
Spell Striker,EARTH,3,Warrior,600,200
Spellstone Sorcerer Karood,LIGHT,3,Spellcaster,800,1900
Spherous Lady,EARTH,3,Rock,400,1400
Spined Gillman,WATER,3,Sea Serpent,1300,0
Spirit Caller,LIGHT,3,Spellcaster,1000,1000
Spirit of the Breeze,WIND,3,Fairy,0,1800
Spirit of the Six Samurai,EARTH,3,Warrior,500,500
Spirit Reaper,DARK,3,Zombie,300,200
Spy-C-Spy,FIRE,3,Warrior,1200,1300
Starfish,WATER,3,Aqua,300,300
Stealth Bird,DARK,3,Winged Beast,700,1700
Steam Synchron,WATER,3,Machine,600,800
Steelswarm Sentinel,DARK,3,Fiend,1100,0
Stone Armadiller,EARTH,3,Rock,800,1200
Stray Asmodian,FIRE,3,Fiend,1300,1700
Stuffed Animal,EARTH,3,Warrior,1200,900
Submersible Carrier Aero Shark,WATER,3,Fish,1900,1000
Subterror Nemesis Archer,EARTH,3,Fairy,1600,1400
Summoner of Illusions,LIGHT,3,Spellcaster,800,900
Super Defense Robot Monki,EARTH,3,Machine,800,1200
Super Quantal Mech Beast Grampulse,WATER,3,Machine,1800,2800
Super Quantum Blue Layer,WATER,3,Psychic,1200,2000
Superheavy Samurai Flutist,EARTH,3,Machine,500,1000
Superheavy Samurai Gigagloves,EARTH,3,Machine,100,1000
Superheavy Samurai Prepped Defense,EARTH,3,Machine,100,2100
Superheavy Samurai Soulbang Cannon,EARTH,3,Machine,1000,1000
Superheavy Samurai Soulshield Wall,EARTH,3,Machine,1200,1200
Superheavy Samurai Swordsman,EARTH,3,Machine,1000,1800
Swarm of Locusts,DARK,3,Insect,1000,500
Swarm of Scarabs,DARK,3,Insect,500,1000
Sword Master,EARTH,3,Warrior,1200,0
Swordsman of Landstar,EARTH,3,Warrior,500,1200
Sylvan Marshalleaf,WATER,3,Plant,1500,1200
Sylvan Mikorange,WATER,3,Plant,400,1100
Symphonic Warrior Guitaar,WIND,3,Machine,1500,100
Symphonic Warrior Piaano,WIND,3,Machine,900,1300
Synchro Magnet,EARTH,3,Machine,1000,600
T.G. Jet Falcon,WIND,3,Winged Beast,1400,1200
T.G. Warwolf,DARK,3,Beast-Warrior,1200,0
Tactical Espionage Expert,EARTH,3,Warrior,1300,1200
Tainted Wisdom,DARK,3,Fiend,1250,800
Tanngnjostr of the Nordic Beasts,EARTH,3,Beast,800,1100
Tanngrisnir of the Nordic Beasts,EARTH,3,Beast,1200,800
Tatsunoko,WATER,3,Wyrm,1700,500
Temperance of Prophecy,EARTH,3,Spellcaster,1000,1000
Temtempo the Percussion Djinn,EARTH,3,Fiend,1700,1000
Terrene Toothed Tsuchinoko,EARTH,3,Reptile,1600,500
Test Tiger,EARTH,3,Beast,600,300
The 13th Grave,DARK,3,Zombie,1200,900
The Agent of Creation - Venus,LIGHT,3,Fairy,1600,0
The Agent of Force - Mars,LIGHT,3,Fairy,0,0
The All-Seeing White Tiger,WIND,3,Beast,1300,500
The Dark - Hex-Sealed Fusion,DARK,3,Rock,1000,1600
The Earth - Hex-Sealed Fusion,EARTH,3,Rock,1000,1600
The Fabled Ganashia,LIGHT,3,Beast,1600,1000
The Furious Sea King,WATER,3,Aqua,800,700
The Hunter with 7 Weapons,EARTH,3,Warrior,1000,600
The Immortal Bushi,DARK,3,Warrior,1200,600
The Judgement Hand,EARTH,3,Warrior,1400,700
The Kick Man,DARK,3,Zombie,1300,300
The Lady in Wight,DARK,3,Zombie,0,2200
The Light - Hex-Sealed Fusion,LIGHT,3,Rock,1000,1600
The Little Swordsman of Aile,WATER,3,Warrior,800,1300
The Phantom Knights of Ancient Cloak,DARK,3,Warrior,800,1000
The Phantom Knights of Break Sword,DARK,3,Warrior,2000,1000
The Phantom Knights of Ragged Gloves,DARK,3,Warrior,1000,500
The Phantom Knights of Silent Boots,DARK,3,Warrior,200,1200
The Six Samurai - Kamon,FIRE,3,Warrior,1500,1000
The Six Samurai - Yaichi,WATER,3,Warrior,1300,800
The Six Samurai - Yariza,EARTH,3,Warrior,1000,500
The Wicked Worm Beast,EARTH,3,Beast,1400,700
Three-Legged Zombies,DARK,3,Zombie,1100,800
Timebreaker Magician,DARK,3,Spellcaster,1400,0
Timegazer Magician,DARK,3,Spellcaster,1200,600
Torpedo Fish,WATER,3,Fish,1000,1000
Totem Bird,WIND,3,Winged Beast,1900,1400
Totem Five,FIRE,3,Rock,500,200
Tour Bus From the Underworld,DARK,3,Fiend,1000,1000
Tour Bus To Forbidden Realms,DARK,3,Fiend,600,1000
Tour Guide From the Underworld,DARK,3,Fiend,1000,600
Trakodon,EARTH,3,Dinosaur,1300,800
Transforming Sphere,WIND,3,Winged Beast,100,100
Trap Master,EARTH,3,Warrior,500,1100
Tri-Edge Levia,WATER,3,Sea Serpent,1800,1500
Triamid Dancer,EARTH,3,Rock,600,1900
Triamid Hunter,EARTH,3,Rock,1400,1100
Tricular,EARTH,3,Machine,300,300
Trigon,FIRE,3,Dragon,500,1700
Tripod Fish,WATER,3,Fish,300,300
Trust Guardian,LIGHT,3,Fairy,0,800
Tune Warrior,EARTH,3,Warrior,1600,200
Turbo Cannon,FIRE,3,Machine,0,0
Twilight Rose Knight,DARK,3,Warrior,1000,1000
Twin Long Rods #2,WATER,3,Aqua,850,700
Twin-Headed Behemoth,WIND,3,Dragon,1500,1200
Two-Mouth Darkruler,EARTH,3,Dinosaur,900,700
Ultimate Baseball Kid,FIRE,3,Warrior,500,1000
Ultimate Insect LV3,WIND,3,Insect,1400,900
Uni-Zombie,DARK,3,Zombie,1300,0
United Resistance,WIND,3,Thunder,1000,400
Unknown Warrior of Fiend,DARK,3,Warrior,1000,500
Unmasked Dragon,FIRE,3,Wyrm,1400,1100
Vampire Baby (Updated from: Red-Moon Baby),DARK,3,Zombie,700,1000
Venom Snake,EARTH,3,Reptile,1200,600
Versago the Destroyer,DARK,3,Fiend,1100,900
Volcanic Blaster,FIRE,3,Pyro,1200,600
Volcanic Counter,FIRE,3,Pyro,300,1300
Vortex Trooper,WIND,3,Aqua,0,600
Vulcan Dragni the Cubic King,FIRE,3,Fairy,0,0
Vylon Cube,LIGHT,3,Machine,800,800
Vylon Stella,LIGHT,3,Fairy,1400,200
Warlock of the Ice Barrier,WATER,3,Spellcaster,400,1000
Warm Worm,FIRE,3,Insect,600,1400
Wattberyx,LIGHT,3,Thunder,300,0
Wattkid (Updated from: Oscillo Hero #2),LIGHT,3,Thunder,1000,500
Wattkiwi,LIGHT,3,Thunder,600,100
Wattmole,LIGHT,3,Thunder,0,100
Wattsquirrel,LIGHT,3,Thunder,700,100
Wattsychic Fighter,LIGHT,3,Psychic,1500,300
Wattwoodpecker,LIGHT,3,Thunder,1000,100
Whirlwind Weasel,WIND,3,Beast,500,1500
White Magical Hat,LIGHT,3,Spellcaster,1000,700
White Tiger Summoner,EARTH,3,Spellcaster,1000,1700
Wightprincess,LIGHT,3,Zombie,1600,0
Wind-Up Carrier Zenmaity,WATER,3,Machine,1500,1500
Wind-Up Dog,EARTH,3,Beast,1200,900
Wind-Up Hunter,DARK,3,Beast-Warrior,1600,500
Wind-Up Rabbit,EARTH,3,Beast-Warrior,1400,600
Wind-Up Rat,EARTH,3,Beast,600,600
Wind-Up Zenmaines,FIRE,3,Machine,1500,2100
Windwitch - Ice Bell,WIND,3,Spellcaster,1000,1000
Wingtortoise,WIND,3,Aqua,1500,1400
Wizard Buster Destruction Sword,DARK,3,Spellcaster,1200,900
Wodan the Resident of the Forest,EARTH,3,Warrior,900,1200
Wolf,EARTH,3,Beast,1200,800
Woodland Archer,EARTH,3,Beast-Warrior,1400,1300
Woodland Sprite,EARTH,3,Plant,900,400
Worm Barses,LIGHT,3,Reptile,1400,1500
Worm Jetelikpse,LIGHT,3,Reptile,1200,0
Wroughtweiler,EARTH,3,Machine,800,1200
Wynn the Wind Charmer,WIND,3,Spellcaster,500,1500
X-Saber Airbellum,EARTH,3,Beast,1600,200
XX-Saber Darksoul,EARTH,3,Beast,100,100
XX-Saber Emmersblade,EARTH,3,Insect,1300,800
XX-Saber Fulhelmknight,EARTH,3,Warrior,1300,1000
Yomi Ship,WATER,3,Aqua,800,1400
"Zefraxi, Treasure of the Yang Zing",EARTH,3,Wyrm,1500,0
Zombie Tiger,EARTH,3,Zombie,1400,1600
Zombie Warrior,DARK,3,Zombie,1200,900
Zubaba Buster,EARTH,3,Warrior,1800,600
Zubaba Knight,EARTH,3,Warrior,1600,900
ZW - Phoenix Bow,FIRE,3,Winged Beast,1100,0
8-Claws Scorpion,DARK,2,Insect,300,200
A Cat of Ill Omen,DARK,2,Beast,500,300
A-Team: Trap Disposal Unit,FIRE,2,Machine,300,400
Alien Grey,LIGHT,2,Reptile,300,800
Alien Infiltrator,EARTH,2,Reptile,800,500
Ally of Justice Unlimiter,DARK,2,Machine,600,200
Ally Salvo,DARK,2,Machine,400,300
Amazoness Scouts,EARTH,2,Warrior,500,1100
Amorphage Gluttony,EARTH,2,Dragon,0,1850
Amorphage Lechery,EARTH,2,Dragon,1350,0
An Owl of Luck,WIND,2,Winged Beast,300,500
Ancient Gear,EARTH,2,Machine,100,800
Ancient Gear Cannon,EARTH,2,Machine,500,500
Apprentice Magician,DARK,2,Spellcaster,400,800
Apprentice Piper,DARK,2,Spellcaster,100,1500
Aquaactress Guppy,WATER,2,Aqua,600,600
Arcane Apprentice,FIRE,2,Spellcaster,1000,400
Archfiend Marmot of Nefariousness,EARTH,2,Beast,400,600
Armored Kappa,WATER,2,Psychic,400,1000
Aromage Jasmine,LIGHT,2,Plant,100,1900
Assault Blackwing - Sayo the Rain Hider,DARK,2,Winged Beast,800,100
Atlantean Heavy Infantry,WATER,2,Sea Serpent,0,1600
Atlantean Pikeman,WATER,2,Sea Serpent,1400,0
Baby Raccoon Ponpoko,EARTH,2,Beast,800,0
Baby Raccoon Tantan,EARTH,2,Beast,0,800
Babycerasaurus,EARTH,2,Dinosaur,500,500
Bacon Saver,DARK,2,Zombie,700,600
Basic Insect,EARTH,2,Insect,500,700
Batteryman C,LIGHT,2,Thunder,0,0
Battlin' Boxer Big Bandage,FIRE,2,Warrior,1100,1400
Bicular,EARTH,2,Machine,200,200
Bite Shoes,DARK,2,Fiend,500,300
Bitron,EARTH,2,Cyberse,200,2000
"Bixi, Water of the Yang Zing",WATER,2,Wyrm,0,2000
Blackwing - Blizzard the Far North,DARK,2,Winged Beast,1300,0
Blackwing - Fane the Steel Chain,DARK,2,Winged Beast,500,800
Blackwing - Gust the Backblast,DARK,2,Winged Beast,900,1400
Blackwing - Harmattan the Dust,DARK,2,Winged Beast,800,800
Blackwing - Mistral the Silver Shield,DARK,2,Winged Beast,100,1800
Blade Rabbit,EARTH,2,Beast,400,300
Bladefly,WIND,2,Insect,600,700
Bokoichi the Freightening Car,DARK,2,Machine,500,500
Bombardment Beetle,WIND,2,Insect,400,900
Brain Jacker,DARK,2,Fiend,200,900
Caligo Claw Crow,DARK,2,Winged Beast,900,600
Cannonball Spear Shellfish,WATER,2,Aqua,1000,1000
Card Breaker,LIGHT,2,Warrior,100,900
Cardcar D,EARTH,2,Machine,800,400
Cat Shark,WATER,2,Beast,500,500
Catnipped Kitty,EARTH,2,Beast,0,500
Celestial Double Star Shaman,LIGHT,2,Fairy,100,800
Chemicritter Carbo Crab,FIRE,2,Aqua,700,1400
Chemicritter Hydron Hawk,WATER,2,Winged Beast,1400,700
Chemicritter Oxy Ox,WIND,2,Beast,0,2100
Cherry Inmato,DARK,2,Plant,700,400
Chow Chow Chan,EARTH,2,Beast,800,800
Chrysalis Chicky,WIND,2,Winged Beast,600,400
Chrysalis Dolphin,WATER,2,Fish,400,600
Chrysalis Larva,FIRE,2,Insect,300,300
Chrysalis Mole,EARTH,2,Rock,700,100
Chrysalis Pantail,DARK,2,Beast,800,300
Chrysalis Pinny,LIGHT,2,Plant,100,700
